MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL1910936	Mk3207	Small molecule					Calcitonin gene-related peptide type 1 receptor antagonist			CHEMBL3798	Calcitonin gene-related peptide type 1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:20065019, URL:http://europepmc.org/abstract/MED/20065019	Fc1cc(F)cc(c1)[C@@H]2CNC3(CCCC3)C(=O)N2CC(=O)Nc4ccc5C[C@]6(Cc5c4)C(=O)Nc7ncccc67
CHEMBL292376	Tecalcet	Small molecule				-calcet	Calcium sensing receptor modulator	Can't find trial IDs (http://adisinsight.springer.com/drugs/800007039)		CHEMBL1878	Calcium sensing receptor	MODULATOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:18796518, URL:http://europepmc.org/abstract/MED/18796518|Name:PubMed, SrcID:23966241, URL:http://europepmc.org/abstract/MED/23966241|Name:PubMed, SrcID:9520489, URL:http://europepmc.org/abstract/MED/9520489	COc1cccc(c1)[C@@H](C)NCCCc2ccccc2Cl
CHEMBL419667	Relcovaptan	Small molecule				-vaptan	Vasopressin V1a receptor antagonist			CHEMBL1889	Vasopressin V1a receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:10519430, URL:http://europepmc.org/abstract/MED/10519430|Name:PubMed, SrcID:21130036, URL:http://europepmc.org/abstract/MED/21130036	COc1ccc(cc1OC)S(=O)(=O)N2[C@@H](C(=O)N3CCC[C@H]3C(=O)N)[C@@](O)(c4ccccc4Cl)c5cc(Cl)ccc25
CHEMBL3545168	Imd-1041	Small molecule					Inhibitor of nuclear factor kappa B kinase beta subunit inhibitor	Prodrug - active metabolite is IMD-0354		CHEMBL1991	Inhibitor of nuclear factor kappa B kinase beta subunit	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:23042949, URL:http://europepmc.org/abstract/MED/23042949|Name:Other, SrcID:http://www.immd.co.jp/en/development.html, URL:http://www.immd.co.jp/en/development.html	
CHEMBL220808	Sarizotan	Small molecule				-zotan	Dopamine D4 receptor agonist	Development discontunued, failed to meet primary efficacy endpoints, no difference between drug and placebo. Newron developing drug for Rett syndrome and received EMA and FDA orphan designation in July 2015. Agonist/partial agonistic/antagonsitic effect depending on dopamine receptor isoform.		CHEMBL219	Dopamine D4 receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:14767715, URL:http://europepmc.org/abstract/MED/14767715|Name:PubMed, SrcID:16844149, URL:http://europepmc.org/abstract/MED/16844149	Fc1ccc(cc1)c2cncc(CNC[C@H]3CCc4ccccc4O3)c2
CHEMBL572881	Motesanib	Small molecule				-anib	Stem cell growth factor receptor inhibitor	Multi-kinase inhibitor		CHEMBL1936	Stem cell growth factor receptor	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:16951187, URL:http://europepmc.org/abstract/MED/16951187	CC1(C)CNc2cc(NC(=O)c3cccnc3NCc4ccncc4)ccc12
CHEMBL2110580	Berubicin	Small molecule				-rubicin	DNA topoisomerase II inhibitor	Intercalates into DNA and interrupts topoisomerase II activity, resulting in the inhibition of DNA replication and repair, and RNA and protein synthesis		CHEMBL2094255	DNA topoisomerase II	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:Other, SrcID:https://www.cancer.gov/publications/dictionaries/cancer-drug?cdrid=491929, URL:https://www.cancer.gov/publications/dictionaries/cancer-drug?cdrid=491929	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](OCc6ccccc6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
CHEMBL2107821	Emixustat	Small molecule				-stat	Retinoid isomerohydrolase inhibitor	Nonretinoid compound with a unique mode of action in the retinal pigment epithelium, where it modulates the biosynthesis of visual chromophore through its effect on retinal pigment epithelium-specific 65 kDa protein isomerase.		CHEMBL3831182	Retinoid isomerohydrolase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:24056528 , URL:http://europepmc.org/abstract/MED/24056528 |Name:PubMed, SrcID:24056528, URL:http://europepmc.org/abstract/MED/24056528	NCC[C@@H](O)c1cccc(OCC2CCCCC2)c1
CHEMBL1742988	Baminercept	Protein				-cept	Heterotrimeric lymphotoxin LTa1b2 inhibitor	Baminercept binds to both LTBR ligands, namely, a membrane bound heterotrimeric lymphotoxin (LT) form LTalpha1beta2 and the ligand called LIGHT (TNFSF14). It is a dual pathway inhibitor blocking signaling triggered by both membrane LT and LIGHT ligands.		CHEMBL3833421	Heterotrimeric lymphotoxin LTa1b2	INHIBITOR	Homo sapiens	PROTEIN COMPLEX			Name:PubMed, SrcID:25405351, URL:http://europepmc.org/abstract/MED/25405351	
CHEMBL1743003	Conatumumab	Antibody				-mab	Tumor necrosis factor receptor superfamily member 10B agonist	It binds to TNFRSF10B, activating intracellular caspases in vitro in the presence of a cross-linker.		CHEMBL1075153	Tumor necrosis factor receptor superfamily member 10B	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:20150762, URL:http://europepmc.org/abstract/MED/20150762	
CHEMBL2109224	Rovelizumab	Antibody				-mab	Integrin alpha-L/beta-2 (LFA-1) antagonist	Inhibits the leukocyte’s ability to adhere to the endothelial cell and transmigrate across the endothelial cell layer.		CHEMBL2364172	Integrin alpha-L/beta-2 (LFA-1)	ANTAGONIST	Homo sapiens	PROTEIN COMPLEX			Name:PubMed, SrcID:9784282, URL:http://europepmc.org/abstract/MED/9784282|Name:PubMed, SrcID:16100700, URL:http://europepmc.org/abstract/MED/16100700	
CHEMBL2109271	Mdx-210	Antibody					High affinity immunoglobulin gamma Fc receptor I other	Immunostimulant. Antibody dependent cellular phagocytosis (ADCP) and antibody-dependent cell-mediated cytotoxicity (ADCC).		CHEMBL5349	High affinity immunoglobulin gamma Fc receptor I	OTHER	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:10369066, URL:http://europepmc.org/abstract/MED/10369066	
CHEMBL3544922	Opicinumab	Antibody				-mab	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 inhibitor	Antagonism of LINGO-1 exhibits neuroprotective effects in animal models		CHEMBL3712965	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:https://journals.prous.com/journals/servlet/xmlxsl/pk_journals.xml_summary_pr?p_JournalId=2p_RefId=2375755p_IsPs=N, URL:https://journals.prous.com/journals/servlet/xmlxsl/pk_journals.xml_summary_pr?p_JournalId=2p_RefId=2375755p_IsPs=N	
CHEMBL2103836	Imagabalin	Small molecule				-gab-	Voltage-gated calcium channel modulator	Ligand for the voltage-gated calcium channel alpha-2-delta subunit.		CHEMBL2363032	Voltage-gated calcium channel	MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP			Name:Wikipedia, SrcID:Imagabalin, URL:https://en.wikipedia.org/wiki/Imagabalin	CCC[C@@H](C)C[C@H](N)CC(=O)O
CHEMBL495	Alprostadil	Small molecule	1981	G04BE01; C01EA01	G04BE01 [GENITO URINARY SYSTEM AND SEX HORMONES: UROLOGICALS: UROLOGICALS: Drugs used in erectile dysfunction]; C01EA01 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: OTHER CARDIAC PREPARATIONS: Prostaglandins]	-dil; -prost-	Prostanoid EP1 receptor agonist			CHEMBL1811	Prostanoid EP1 receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=51d530fe-b283-43ea-a206-a419742b4b4b#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=51d530fe-b283-43ea-a206-a419742b4b4b#nlm34090-1|Name:FDA, SrcID:label/2015/020649s023lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020649s023lbl.pdf|Name:ISBN, SrcID:0443-059748 PP. 216, 445, URL:http://www.isbnsearch.org/isbn/0443059748	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
CHEMBL704	Mesalamine	Small molecule	1987	A07EC02	A07EC02 [ALIMENTARY TRACT AND METABOLISM: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS: INTESTINAL ANTIINFLAMMATORY AGENTS: Aminosalicylic acid and similar agents]	-sal-	Arachidonate 5-lipoxygenase inhibitor			CHEMBL215	Arachidonate 5-lipoxygenase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:6428914, URL:http://europepmc.org/abstract/MED/6428914|Name:PubMed, SrcID:2882965, URL:http://europepmc.org/abstract/MED/2882965|Name:PubMed, SrcID:6131674, URL:http://europepmc.org/abstract/MED/6131674	Nc1ccc(O)c(c1)C(=O)O
CHEMBL1279	Frovatriptan	Small molecule	2001	N02CC07	N02CC07 [NERVOUS SYSTEM: ANALGESICS: ANTIMIGRAINE PREPARATIONS: Selective serotonin (5HT1) agonists]	-triptan	Serotonin 1b (5-HT1b) receptor agonist		Selective	CHEMBL1898	Serotonin 1b (5-HT1b) receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2009/021006s006s009s010lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021006s006s009s010lbl.pdf	CN[C@@H]1CCc2[nH]c3ccc(cc3c2C1)C(=O)N
CHEMBL623	Nefazodone	Small molecule	1994	N06AX06	N06AX06 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Other antidepressants]		Serotonin transporter inhibitor			CHEMBL228	Serotonin transporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b1d149db-ad43-4f3f-aef1-fb0395ba4191#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b1d149db-ad43-4f3f-aef1-fb0395ba4191#nlm34090-1	CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4
CHEMBL973	Teriflunomide	Small molecule	2012	L04AA31	L04AA31 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: IMMUNOSUPPRESSANTS: IMMUNOSUPPRESSANTS: Selective immunosuppressants]		Dihydroorotate dehydrogenase inhibitor			CHEMBL1966	Dihydroorotate dehydrogenase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Expert, SrcID:TERIFLUNOMIDE, URL:http://chembl.blogspot.co.uk/search?q=TERIFLUNOMIDE	C\C(=C(/C#N)\C(=O)Nc1ccc(cc1)C(F)(F)F)\O
CHEMBL1201638	Insulin Susp Protamine Zinc Purified Pork	Protein	1979				Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/022472s006s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s006s008lbl.pdf|Name:DailyMed, SrcID:setid=457531f0-9331-47fe-90b5-b31f284044dc, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=457531f0-9331-47fe-90b5-b31f284044dc	
CHEMBL1201497	Insulin Glargine	Protein	2000	A10AE04	A10AE04 [ALIMENTARY TRACT AND METABOLISM: DRUGS USED IN DIABETES: INSULINS AND ANALOGUES: Insulins and analogues for injection, long-acting]		Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=b861fdd9-e134-436e-8c0c-a60dd0006dd3, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b861fdd9-e134-436e-8c0c-a60dd0006dd3	
CHEMBL1108	Droperidol	Small molecule	1970	N05AD08	N05AD08 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Butyrophenone derivatives]	-peridol	Serotonin 2a (5-HT2a) receptor antagonist			CHEMBL224	Serotonin 2a (5-HT2a) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:0443-059748, URL:http://www.isbnsearch.org/isbn/0443059748|Name:Wikipedia, SrcID:Antipsychotics, URL:http://en.wikipedia.org/wiki/Antipsychotics|Name:Wikipedia, SrcID:Droperidol, URL:http://en.wikipedia.org/wiki/Droperidol|Name:PubMed, SrcID:20832967, URL:http://europepmc.org/abstract/MED/20832967	Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34
CHEMBL932	Dipyridamole	Small molecule	1961	B01AC07	B01AC07 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Platelet aggregation inhibitors excl. heparin]		Equilibrative nucleoside transporter 1 inhibitor			CHEMBL1997	Equilibrative nucleoside transporter 1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=ae7585ec-1280-40fe-b888-613b8a0e6ef6, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae7585ec-1280-40fe-b888-613b8a0e6ef6|Name:UniProt, SrcID:Q99808#section_comments, URL:http://www.uniprot.org/uniprot/Q99808#section_comments	OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO
CHEMBL596	Fentanyl	Small molecule	1968	N01AH01; N02AB03; N01AH51	N01AH01 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, GENERAL: Opioid anesthetics]; N02AB03 [NERVOUS SYSTEM: ANALGESICS: OPIOIDS: Phenylpiperidine derivatives]; N01AH51 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, GENERAL: Opioid anesthetics]		Mu opioid receptor agonist			CHEMBL233	Mu opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=4906457e-30ad-4da7-b3ac-bb9e6651a670#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4906457e-30ad-4da7-b3ac-bb9e6651a670#nlm34090-1	CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3
CHEMBL612	Dextroamphetamine	Small molecule	1955	N06BA02	N06BA02 [NERVOUS SYSTEM: PSYCHOANALEPTICS: PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS: Centrally acting sympathomimetics]		Norepinephrine transporter releasing agent			CHEMBL222	Norepinephrine transporter	RELEASING AGENT	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:17239355, URL:http://europepmc.org/abstract/MED/17239355|Name:PubMed, SrcID:19727679, URL:http://europepmc.org/abstract/MED/19727679	C[C@H](N)Cc1ccccc1
CHEMBL1946170	Regorafenib	Small molecule	2012	L01XE21	L01XE21 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]	-rafenib	Fibroblast growth factor receptor 1 inhibitor			CHEMBL3650	Fibroblast growth factor receptor 1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Expert, SrcID:REGORAFENIB, URL:http://chembl.blogspot.co.uk/search?q=REGORAFENIB	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1
CHEMBL1479	Danazol	Small molecule	1976	G03XA01	G03XA01 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: Antigonadotropins and similar agents]		Progesterone receptor agonist			CHEMBL208	Progesterone receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:0443-059748 PP. 447, URL:http://www.isbnsearch.org/isbn/0443059748|Name:DailyMed, SrcID:setid=d30a0bb0-d8e4-e17a-0f8b-6696a2712e98#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d30a0bb0-d8e4-e17a-0f8b-6696a2712e98#nlm34090-1|Name:FDA, SrcID:label/2011/017557s033s039s040s041s042lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/017557s033s039s040s041s042lbl.pdf|Name:PubMed, SrcID:18061638, URL:http://europepmc.org/abstract/MED/18061638	C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C
CHEMBL1589	Acetohexamide	Small molecule	1964	A10BB31	A10BB31 [ALIMENTARY TRACT AND METABOLISM: DRUGS USED IN DIABETES: BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS: Sulfonylureas]		Sulfonylurea receptor 1, Kir6.2 blocker			CHEMBL2096972	Sulfonylurea receptor 1, Kir6.2	BLOCKER	Homo sapiens	PROTEIN COMPLEX			Name:PubMed, SrcID:10194514, URL:http://europepmc.org/abstract/MED/10194514|Name:PubMed, SrcID:22260657, URL:http://europepmc.org/abstract/MED/22260657|Name:Wikipedia, SrcID:Acetohexamide, URL:http://en.wikipedia.org/wiki/Acetohexamide	CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC2CCCCC2
CHEMBL1027	Tiagabine	Small molecule	1997	N03AG06	N03AG06 [NERVOUS SYSTEM: ANTIEPILEPTICS: ANTIEPILEPTICS: Fatty acid derivatives]	-gab-	GABA transporter 1 inhibitor	reuptake inhibitor		CHEMBL1903	GABA transporter 1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=cf97a72e-951e-a7db-a574-adac12a6b189, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cf97a72e-951e-a7db-a574-adac12a6b189|Name:PubMed, SrcID:20512624, URL:http://europepmc.org/abstract/MED/20512624|Name:Wikipedia, SrcID:Tiagabine#Pharmacology, URL:http://en.wikipedia.org/wiki/Tiagabine#Pharmacology	Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3sccc3C
CHEMBL1201587	Alemtuzumab	Antibody	2001	L04AA34	L04AA34 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: IMMUNOSUPPRESSANTS: IMMUNOSUPPRESSANTS: Selective immunosuppressants]	-mab	CAMPATH-1 antigen inhibitor			CHEMBL1912	CAMPATH-1 antigen	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=4f5f7255-7abc-4328-bd1a-ceaf139ef3e0, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4f5f7255-7abc-4328-bd1a-ceaf139ef3e0	
CHEMBL1201828	Eculizumab	Antibody	2007	L04AA25	L04AA25 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: IMMUNOSUPPRESSANTS: IMMUNOSUPPRESSANTS: Selective immunosuppressants]	-mab	Complement C5 inhibitor			CHEMBL2364163	Complement C5	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=ebcd67fa-b4d1-4a22-b33d-ee8bf6b9c722, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ebcd67fa-b4d1-4a22-b33d-ee8bf6b9c722	
CHEMBL562	Griseofulvin	Small molecule	1962	D01BA01; D01AA08	D01BA01 [DERMATOLOGICALS: ANTIFUNGALS FOR DERMATOLOGICAL USE: ANTIFUNGALS FOR SYSTEMIC USE: Antifungals for systemic use]; D01AA08 [DERMATOLOGICALS: ANTIFUNGALS FOR DERMATOLOGICAL USE: ANTIFUNGALS FOR TOPICAL USE: Antibiotics]	-vin-	Tubulin inhibitor			CHEMBL2364703	Tubulin	INHIBITOR	Trichophyton	PROTEIN COMPLEX GROUP	Beta tubulin	Binds to beta tubulin	Name:PubMed, SrcID:18095085, URL:http://europepmc.org/abstract/MED/18095085|Name:PubMed, SrcID:2878792, URL:http://europepmc.org/abstract/MED/2878792|Name:ISBN, SrcID:9780702034718 PP. 651, URL:http://www.isbnsearch.org/isbn/9780702034718|Name:PubMed, SrcID:8651940, URL:http://europepmc.org/abstract/MED/8651940	COC1=CC(=O)C[C@@H](C)[C@]12Oc3c(Cl)c(OC)cc(OC)c3C2=O
CHEMBL638	Voriconazole	Small molecule	2002	J02AC03	J02AC03 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIMYCOTICS FOR SYSTEMIC USE: ANTIMYCOTICS FOR SYSTEMIC USE: Triazole derivatives]	-conazole	Cytochrome P450 51 inhibitor			CHEMBL1780	Cytochrome P450 51	INHIBITOR	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=dac26bcd-7a59-401f-9f66-a0649767cece, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dac26bcd-7a59-401f-9f66-a0649767cece	C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F
CHEMBL612	Dextroamphetamine	Small molecule	1955	N06BA02	N06BA02 [NERVOUS SYSTEM: PSYCHOANALEPTICS: PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS: Centrally acting sympathomimetics]		Synaptic vesicular amine transporter inhibitor			CHEMBL1893	Synaptic vesicular amine transporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:15955613, URL:http://europepmc.org/abstract/MED/15955613|Name:PubMed, SrcID:7751968, URL:http://europepmc.org/abstract/MED/7751968	C[C@H](N)Cc1ccccc1
CHEMBL1336	Sorafenib	Small molecule	2005	L01XE05	L01XE05 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]	-rafenib	Tyrosine-protein kinase receptor RET inhibitor			CHEMBL2041	Tyrosine-protein kinase receptor RET	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2011/021923s012lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021923s012lbl.pdf	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1
CHEMBL535	Sunitinib	Small molecule	2006	L01XE04	L01XE04 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]	-tinib	Tyrosine-protein kinase receptor RET inhibitor			CHEMBL2041	Tyrosine-protein kinase receptor RET	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c#section-14, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c#section-14	CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C
CHEMBL1201604	Tositumomab	Antibody	2003			-mab	B-lymphocyte antigen CD20 inhibitor			CHEMBL2058	B-lymphocyte antigen CD20	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2012/125011s0126lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/125011s0126lbl.pdf|Name:DailyMed, SrcID:setid=0d706611-abab-42f1-ae8a-2097eb1be38d, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0d706611-abab-42f1-ae8a-2097eb1be38d	
CHEMBL12	Diazepam	Small molecule	1963	N05BA01	N05BA01 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANXIOLYTICS: Benzodiazepine derivatives]	-azepam	GABA-A receptor; anion channel positive allosteric modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Benzodiazepine binding site	Benzodiazepine site	Name:Wikipedia, SrcID:Benzodiazepine, URL:http://en.wikipedia.org/wiki/Benzodiazepine|Name:Wikipedia, SrcID:Diazepam, URL:http://en.wikipedia.org/wiki/Diazepam|Name:PubMed, SrcID:15926867, URL:http://europepmc.org/abstract/MED/15926867|Name:PubMed, SrcID:2886589, URL:http://europepmc.org/abstract/MED/2886589	CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13
CHEMBL568	Oxazepam	Small molecule	1965	N05BA04	N05BA04 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANXIOLYTICS: Benzodiazepine derivatives]	-azepam	GABA-A receptor; anion channel positive allosteric modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Benzodiazepine binding site	Benzodiazepine site	Name:PubMed, SrcID:2570451, URL:http://europepmc.org/abstract/MED/2570451|Name:PubMed, SrcID:6135616, URL:http://europepmc.org/abstract/MED/6135616|Name:Wikipedia, SrcID:Oxazepam, URL:http://en.wikipedia.org/wiki/Oxazepam	OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O
CHEMBL681	Etomidate	Small molecule	1982	N01AX07	N01AX07 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, GENERAL: Other general anesthetics]		GABA-A receptor; anion channel positive modulator		selectivity for beta-3 containing complexes	CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP		Likely allosteric but unclear whether benzodiazepine or barbiturate site involved	Name:PubMed, SrcID:16402123, URL:http://europepmc.org/abstract/MED/16402123|Name:PubMed, SrcID:19555700, URL:http://europepmc.org/abstract/MED/19555700	CCOC(=O)c1cncn1[C@H](C)c2ccccc2
CHEMBL968	Flurazepam	Small molecule	1970	N05CD01	N05CD01 [NERVOUS SYSTEM: PSYCHOLEPTICS: HYPNOTICS AND SEDATIVES: Benzodiazepine derivatives]	-azepam	GABA-A receptor; anion channel positive allosteric modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE ALLOSTERIC MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP	Benzodiazepine binding site	Benzodiazepine site	Name:PubMed, SrcID:2863335, URL:http://europepmc.org/abstract/MED/2863335|Name:Wikipedia, SrcID:Flurazepam, URL:http://en.wikipedia.org/wiki/Flurazepam	CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13
CHEMBL1201317	Triclofos	Small molecule	1982	N05CM07	N05CM07 [NERVOUS SYSTEM: PSYCHOLEPTICS: HYPNOTICS AND SEDATIVES: Other hypnotics and sedatives]	-fo-	GABA-A receptor; anion channel positive modulator			CHEMBL2093872	GABA-A receptor; anion channel	POSITIVE MODULATOR	Homo sapiens	PROTEIN COMPLEX GROUP		Unknown binding site	Name:PubMed, SrcID:14302355, URL:http://europepmc.org/abstract/MED/14302355	OP(=O)(O)OCC(Cl)(Cl)Cl
