MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	MESH_ID	MESH_HEADING	EFO_ID	EFO_NAME	MAX_PHASE_FOR_IND	USAN_YEAR	REFS
CHEMBL389621	Hydrocortisone	Small molecule	1952	D011014	PNEUMONIA	EFO:0003106	PNEUMONIA	3		ClinicalTrials$$NCT02517489$$https://clinicaltrials.gov/search?id=%22NCT02517489%22
CHEMBL389621	Hydrocortisone	Small molecule	1952	D007249	INFLAMMATION	MP:0001845	INFLAMMATION	4		DailyMed$$setid=ffd1edc1-2f40-4b0a-a53a-9fb53b8d3184$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ffd1edc1-2f40-4b0a-a53a-9fb53b8d3184####ClinicalTrials$$NCT01399268$$https://clinicaltrials.gov/search?id=%22NCT01399268%22
CHEMBL389621	Hydrocortisone	Small molecule	1952	D000312	ADRENAL HYPERPLASIA, CONGENITAL	Orphanet:90794	CLASSIC CONGENITAL ADRENAL HYPERPLASIA DUE TO 21-HYDROXYLASE DEFICIENCY	1		ClinicalTrials$$NCT00519818$$https://clinicaltrials.gov/search?id=%22NCT00519818%22
CHEMBL389621	Hydrocortisone	Small molecule	1952	D002545	BRAIN ISCHEMIA	HP:0002637	CEREBRAL ISCHEMIA	2		ClinicalTrials$$NCT02700828$$https://clinicaltrials.gov/search?id=%22NCT02700828%22
CHEMBL503	Lovastatin	Small molecule	1987	D011471	PROSTATIC NEOPLASMS	EFO:0001663	PROSTATE CARCINOMA	2	1987	ClinicalTrials$$NCT00580970$$https://clinicaltrials.gov/search?id=%22NCT00580970%22
CHEMBL553	Erlotinib	Small molecule	2004	D002289	CARCINOMA, NON-SMALL-CELL LUNG	EFO:0003060	NON-SMALL CELL LUNG CARCINOMA	3	2001	ClinicalTrials$$NCT01911507,NCT00096265,NCT01708954,NCT02193282,NCT00294736,NCT00087269,NCT01532089,NCT00294762,NCT00062101,NCT00499655,NCT01193881,NCT00738881,NCT00778167,NCT01857271,NCT00888511$$https://clinicaltrials.gov/search?id=%22NCT01911507%22OR%22NCT00096265%22OR%22NCT01708954%22OR%22NCT02193282%22OR%22NCT00294736%22OR%22NCT00087269%22OR%22NCT01532089%22OR%22NCT00294762%22OR%22NCT00062101%22OR%22NCT00499655%22OR%22NCT01193881%22OR%22NCT00738881%22OR%22NCT00778167%22OR%22NCT01857271%22OR%22NCT00888511%22####ClinicalTrials$$NCT02774278,NCT02633189,NCT02411448,NCT02140333,NCT02178397,NCT01897480,NCT02013206,NCT01573702,NCT01683175,NCT01372384,NCT01183858,NCT00994123,NCT00568841,NCT00620269,NCT00678964,NCT02556593,NCT01996332,NCT02031744,NCT01378962,NCT01523587,NCT01229150,NCT01342965,NCT01091376,NCT01027598,NCT00743938,NCT00615758,NCT00602030,NCT00531934,NCT02424617,NCT02277457,NCT01728181,NCT01470716,NCT01244191,NCT01310036,NCT01360554,NCT01130779,NCT01221077,NCT00908336,NCT00729742,NCT00830245,NCT00385996,NCT00453362,NCT00130728,NCT02152631,NCT01652469,NCT01153984,NCT01217619,NCT00769067,NCT00835471,NCT00600587,NCT00446225,NCT00452075,NCT02318368,NCT02006043,NCT02036359,NCT01714908,NCT01407822,NCT01204697,NCT00965731,NCT00997334,NCT00777309,NCT00550173,NCT00637910,NCT00718315,NCT00230126,NCT00373425,NCT02759614,NCT02355431,NCT01887886,NCT01801111,NCT01667562,NCT01328951,NCT01101334,NCT01174563,NCT00760929,NCT00777699,NCT00874419,NCT00556712,NCT00642473,NCT00692640,NCT00391586,NCT00440414,NCT00457392,NCT00462995,NCT00321815,NCT02574078,NCT02146118,NCT02186301,NCT01955421,NCT01796288,NCT01410214,NCT01250119,NCT01186861,NCT00977470,NCT00556322,NCT00364351,NCT00466089,NCT02770014,NCT02134015,NCT02001896,NCT01456325,NCT01487174,NCT01260181,NCT01211483,NCT00854308,NCT00153803,NCT00265317,NCT00300586$$https://clinicaltrials.gov/search?id=%22NCT02774278%22OR%22NCT02633189%22OR%22NCT02411448%22OR%22NCT02140333%22OR%22NCT02178397%22OR%22NCT01897480%22OR%22NCT02013206%22OR%22NCT01573702%22OR%22NCT01683175%22OR%22NCT01372384%22OR%22NCT01183858%22OR%22NCT00994123%22OR%22NCT00568841%22OR%22NCT00620269%22OR%22NCT00678964%22OR%22NCT02556593%22OR%22NCT01996332%22OR%22NCT02031744%22OR%22NCT01378962%22OR%22NCT01523587%22OR%22NCT01229150%22OR%22NCT01342965%22OR%22NCT01091376%22OR%22NCT01027598%22OR%22NCT00743938%22OR%22NCT00615758%22OR%22NCT00602030%22OR%22NCT00531934%22OR%22NCT02424617%22OR%22NCT02277457%22OR%22NCT01728181%22OR%22NCT01470716%22OR%22NCT01244191%22OR%22NCT01310036%22OR%22NCT01360554%22OR%22NCT01130779%22OR%22NCT01221077%22OR%22NCT00908336%22OR%22NCT00729742%22OR%22NCT00830245%22OR%22NCT00385996%22OR%22NCT00453362%22OR%22NCT00130728%22OR%22NCT02152631%22OR%22NCT01652469%22OR%22NCT01153984%22OR%22NCT01217619%22OR%22NCT00769067%22OR%22NCT00835471%22OR%22NCT00600587%22OR%22NCT00446225%22OR%22NCT00452075%22OR%22NCT02318368%22OR%22NCT02006043%22OR%22NCT02036359%22OR%22NCT01714908%22OR%22NCT01407822%22OR%22NCT01204697%22OR%22NCT00965731%22OR%22NCT00997334%22OR%22NCT00777309%22OR%22NCT00550173%22OR%22NCT00637910%22OR%22NCT00718315%22OR%22NCT00230126%22OR%22NCT00373425%22OR%22NCT02759614%22OR%22NCT02355431%22OR%22NCT01887886%22OR%22NCT01801111%22OR%22NCT01667562%22OR%22NCT01328951%22OR%22NCT01101334%22OR%22NCT01174563%22OR%22NCT00760929%22OR%22NCT00777699%22OR%22NCT00874419%22OR%22NCT00556712%22OR%22NCT00642473%22OR%22NCT00692640%22OR%22NCT00391586%22OR%22NCT00440414%22OR%22NCT00457392%22OR%22NCT00462995%22OR%22NCT00321815%22OR%22NCT02574078%22OR%22NCT02146118%22OR%22NCT02186301%22OR%22NCT01955421%22OR%22NCT01796288%22OR%22NCT01410214%22OR%22NCT01250119%22OR%22NCT01186861%22OR%22NCT00977470%22OR%22NCT00556322%22OR%22NCT00364351%22OR%22NCT00466089%22OR%22NCT02770014%22OR%22NCT02134015%22OR%22NCT02001896%22OR%22NCT01456325%22OR%22NCT01487174%22OR%22NCT01260181%22OR%22NCT01211483%22OR%22NCT00854308%22OR%22NCT00153803%22OR%22NCT00265317%22OR%22NCT00300586%22
CHEMBL553	Erlotinib	Small molecule	2004	D001943	BREAST NEOPLASMS	EFO:0000305	BREAST CARCINOMA	2	2001	ClinicalTrials$$NCT00633750,NCT00739063$$https://clinicaltrials.gov/search?id=%22NCT00633750%22OR%22NCT00739063%22####ClinicalTrials$$NCT00597597,NCT00491816$$https://clinicaltrials.gov/search?id=%22NCT00597597%22OR%22NCT00491816%22
CHEMBL553	Erlotinib	Small molecule	2004	D009062	MOUTH NEOPLASMS	EFO:0003868	MOUTH NEOPLASM	3	2001	ClinicalTrials$$NCT00402779$$https://clinicaltrials.gov/search?id=%22NCT00402779%22
CHEMBL1389	Levonorgestrel	Small molecule	1982	D008595	MENORRHAGIA	EFO:0003945	MENORRHAGIA	3	1980	ClinicalTrials$$NCT00966264$$https://clinicaltrials.gov/search?id=%22NCT00966264%22
CHEMBL1350	Tiludronic Acid	Small molecule	1997	D001847	BONE DISEASES	EFO:0004260	BONE DISEASE	4	1994	ATC$$M05BA05$$http://www.whocc.no/atc_ddd_index/?code=M05BA05
CHEMBL1773	Capecitabine	Small molecule	1998	D013274	STOMACH NEOPLASMS	EFO:0000178	GASTRIC CARCINOMA	3	1995	ClinicalTrials$$NCT01573468,NCT01468389,NCT00674167,NCT01167049,NCT01470742,NCT00278863,NCT01917552$$https://clinicaltrials.gov/search?id=%22NCT01573468%22OR%22NCT01468389%22OR%22NCT00674167%22OR%22NCT01167049%22OR%22NCT01470742%22OR%22NCT00278863%22OR%22NCT01917552%22
CHEMBL1773	Capecitabine	Small molecule	1998	D005910	GLIOMA	EFO:0000326	CENTRAL NERVOUS SYSTEM CANCER	2	1995	ClinicalTrials$$NCT00532948,NCT00717197$$https://clinicaltrials.gov/search?id=%22NCT00532948%22OR%22NCT00717197%22
CHEMBL1773	Capecitabine	Small molecule	1998	D010051	OVARIAN NEOPLASMS	EFO:0001075	OVARIAN CARCINOMA	2	1995	ClinicalTrials$$NCT00403429$$https://clinicaltrials.gov/search?id=%22NCT00403429%22
CHEMBL816	Ethylenediamine	Small molecule		D011471	PROSTATIC NEOPLASMS	EFO:0000196	METASTATIC PROSTATE CANCER	2		ClinicalTrials$$NCT01317043$$https://clinicaltrials.gov/search?id=%22NCT01317043%22
CHEMBL807	Memantine	Small molecule	2003	D019966	SUBSTANCE-RELATED DISORDERS	EFO:0003890	DRUG DEPENDENCE	3	2003	ClinicalTrials$$NCT01189214$$https://clinicaltrials.gov/search?id=%22NCT01189214%22
CHEMBL1029	Miglustat	Small molecule	2003	D003550	CYSTIC FIBROSIS	Orphanet:586	CYSTIC FIBROSIS	2	2003	ClinicalTrials$$NCT00537602,NCT00742092,NCT00945347$$https://clinicaltrials.gov/search?id=%22NCT00537602%22OR%22NCT00742092%22OR%22NCT00945347%22
CHEMBL134702	Butane	Small molecule		D001943	BREAST NEOPLASMS	EFO:0000305	BREAST CARCINOMA	0		ClinicalTrials$$NCT01864083$$https://clinicaltrials.gov/search?id=%22NCT01864083%22
CHEMBL415049	Barasertib	Small molecule		D015470	LEUKEMIA, MYELOID, ACUTE	EFO:0000222	ACUTE MYELOID LEUKEMIA	2		ClinicalTrials$$NCT01019161,NCT00952588$$https://clinicaltrials.gov/search?id=%22NCT01019161%22OR%22NCT00952588%22
CHEMBL1064	Simvastatin	Small molecule	1991	D015179	COLORECTAL NEOPLASMS	EFO:0000365	COLORECTAL ADENOCARCINOMA	3	1987	ClinicalTrials$$NCT01238094,NCT02026583$$https://clinicaltrials.gov/search?id=%22NCT01238094%22OR%22NCT02026583%22
CHEMBL1064	Simvastatin	Small molecule	1991	D011085	POLYCYSTIC OVARY SYNDROME	EFO:0000660	POLYCYSTIC OVARY SYNDROME	3	1987	ClinicalTrials$$NCT00575601$$https://clinicaltrials.gov/search?id=%22NCT00575601%22
CHEMBL119385	Vx-745	Small molecule		D000544	ALZHEIMER DISEASE	EFO:0000249	ALZHEIMERS DISEASE	2		ClinicalTrials$$NCT02423200$$https://clinicaltrials.gov/search?id=%22NCT02423200%22
CHEMBL349803	Piretanide	Small molecule		D002318	CARDIOVASCULAR DISEASES	EFO:0000319	CARDIOVASCULAR DISEASE	4	1978	ATC$$C03CA03$$http://www.whocc.no/atc_ddd_index/?code=C03CA03
CHEMBL1366	Auranofin	Small molecule	1985	D015658	HIV INFECTIONS	EFO:0000764	HIV INFECTION	1	1976	ClinicalTrials$$NCT02176135$$https://clinicaltrials.gov/search?id=%22NCT02176135%22
CHEMBL1366	Auranofin	Small molecule	1985	D005873	GIARDIASIS	DOID:10718	GIARDIASIS	2	1976	ClinicalTrials$$NCT02736968$$https://clinicaltrials.gov/search?id=%22NCT02736968%22
CHEMBL1171837	Ponatinib	Small molecule	2012	D046152	GASTROINTESTINAL STROMAL TUMORS	Orphanet:44890	GASTROINTESTINAL STROMAL TUMOR	2	2010	ClinicalTrials$$NCT01874665$$https://clinicaltrials.gov/search?id=%22NCT01874665%22
CHEMBL251940	Periciazine	Small molecule		D011618	PSYCHOTIC DISORDERS	EFO:0005407	PSYCHOSIS	4		ATC$$N05AC01$$http://www.whocc.no/atc_ddd_index/?code=N05AC01
CHEMBL468	Thalidomide	Small molecule	1998	D006526	HEPATITIS C	EFO:0003047	HEPATITIS C INFECTION	2	1961	ClinicalTrials$$NCT00856804$$https://clinicaltrials.gov/search?id=%22NCT00856804%22
CHEMBL468	Thalidomide	Small molecule	1998	D000544	ALZHEIMER DISEASE	EFO:0000249	ALZHEIMERS DISEASE	2	1961	ClinicalTrials$$NCT01094340$$https://clinicaltrials.gov/search?id=%22NCT01094340%22
CHEMBL468	Thalidomide	Small molecule	1998	D007154	IMMUNE SYSTEM DISEASES	EFO:0000540	IMMUNE SYSTEM DISEASE	4	1961	ATC$$L04AX02$$http://www.whocc.no/atc_ddd_index/?code=L04AX02
CHEMBL468	Thalidomide	Small molecule	1998	D015451	LEUKEMIA, LYMPHOCYTIC, CHRONIC, B-CELL	EFO:0000095	CHRONIC LYMPHOCYTIC LEUKEMIA	2	1961	ClinicalTrials$$NCT00022581$$https://clinicaltrials.gov/search?id=%22NCT00022581%22
CHEMBL468	Thalidomide	Small molecule	1998	D015658	HIV INFECTIONS	EFO:0000764	HIV INFECTION	2	1961	ClinicalTrials$$NCT00053430$$https://clinicaltrials.gov/search?id=%22NCT00053430%22
CHEMBL468	Thalidomide	Small molecule	1998	D015179	COLORECTAL NEOPLASMS	EFO:0000365	COLORECTAL ADENOCARCINOMA	2	1961	ClinicalTrials$$NCT00019747,NCT00310076$$https://clinicaltrials.gov/search?id=%22NCT00019747%22OR%22NCT00310076%22
CHEMBL1286	Levetiracetam	Small molecule	1999	D013313	STRESS DISORDERS, POST-TRAUMATIC	EFO:0001358	POST-TRAUMATIC STRESS DISORDER	2	1999	ClinicalTrials$$NCT00413296$$https://clinicaltrials.gov/search?id=%22NCT00413296%22
CHEMBL1286	Levetiracetam	Small molecule	1999	D004828	EPILEPSIES, PARTIAL	EFO:0004263	PARTIAL EPILEPSY	3	1999	ClinicalTrials$$NCT00280696$$https://clinicaltrials.gov/search?id=%22NCT00280696%22
CHEMBL24778	Silodosin	Small molecule	2008	D061686	PREMATURE EJACULATION	HP:0012876	PREMATURE EJACULATION	2		ClinicalTrials$$NCT02581826$$https://clinicaltrials.gov/search?id=%22NCT02581826%22
CHEMBL554	Lapatinib	Small molecule	2007	D002289	CARCINOMA, NON-SMALL-CELL LUNG	EFO:0003060	NON-SMALL CELL LUNG CARCINOMA	2	2003	ClinicalTrials$$NCT00073008$$https://clinicaltrials.gov/search?id=%22NCT00073008%22
CHEMBL554	Lapatinib	Small molecule	2007	D002294	CARCINOMA, SQUAMOUS CELL	EFO:0000181	HEAD AND NECK SQUAMOUS CELL CARCINOMA	2	2003	ClinicalTrials$$NCT00371566$$https://clinicaltrials.gov/search?id=%22NCT00371566%22
CHEMBL462018	Triciribine Phosphate	Small molecule		D009369	NEOPLASMS	EFO:0000311	CANCER	1	1981	ClinicalTrials$$NCT00363454$$https://clinicaltrials.gov/search?id=%22NCT00363454%22
CHEMBL1096643	Phenglutarimide	Small molecule		D010300	PARKINSON DISEASE	EFO:0002508	PARKINSON'S DISEASE	4		ATC$$N04AA09$$http://www.whocc.no/atc_ddd_index/?code=N04AA09
CHEMBL1504	Triamcinolone Acetonide	Small molecule	1960	D008269	MACULAR EDEMA	HP:0040049	MACULAR EDEMA	2		ClinicalTrials$$NCT00692614$$https://clinicaltrials.gov/search?id=%22NCT00692614%22
CHEMBL1504	Triamcinolone Acetonide	Small molecule	1960	D008269	MACULAR EDEMA	HP:0011505	CYSTOID MACULAR EDEMA	2		ClinicalTrials$$NCT02294656$$https://clinicaltrials.gov/search?id=%22NCT02294656%22
CHEMBL1504	Triamcinolone Acetonide	Small molecule	1960	D000506	ALOPECIA AREATA	EFO:0004192	ALOPECIA AREATA	2		ClinicalTrials$$NCT00484679$$https://clinicaltrials.gov/search?id=%22NCT00484679%22
CHEMBL1505	Almotriptan	Small molecule	2001	D008881	MIGRAINE DISORDERS	EFO:0003821	MIGRAINE DISORDER	4	1997	ClinicalTrials$$NCT00257010$$https://clinicaltrials.gov/search?id=%22NCT00257010%22####ATC$$N02CC05$$http://www.whocc.no/atc_ddd_index/?code=N02CC05####DailyMed$$setid=a8479ec0-204e-11e1-aa3f-a3c74724019b$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a8479ec0-204e-11e1-aa3f-a3c74724019b####DailyMed$$setid=886c13fa-4547-4411-88aa-8e23a7a698f6$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=886c13fa-4547-4411-88aa-8e23a7a698f6
CHEMBL1358	Fulvestrant	Small molecule	2002	D001943	BREAST NEOPLASMS	EFO:0003869	BREAST NEOPLASM	3	1998	ClinicalTrials$$NCT02107703,NCT02422615,NCT00774878,NCT02756364,NCT02690480,NCT02374099$$https://clinicaltrials.gov/search?id=%22NCT02107703%22OR%22NCT02422615%22OR%22NCT00774878%22OR%22NCT02756364%22OR%22NCT02690480%22OR%22NCT02374099%22
CHEMBL601719	Crizotinib	Small molecule	2011	D002289	CARCINOMA, NON-SMALL-CELL LUNG	EFO:0003060	NON-SMALL CELL LUNG CARCINOMA	4	2009	DailyMed$$setid=2a51b0de-47d6-455e-a94c-d2c737b04ff7$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a51b0de-47d6-455e-a94c-d2c737b04ff7####ClinicalTrials$$NCT02277457,NCT01500824,NCT02737501,NCT02075840,NCT02767804,NCT01945021,NCT01639001,NCT01712217,NCT02499614,NCT02201992$$https://clinicaltrials.gov/search?id=%22NCT02277457%22OR%22NCT01500824%22OR%22NCT02737501%22OR%22NCT02075840%22OR%22NCT02767804%22OR%22NCT01945021%22OR%22NCT01639001%22OR%22NCT01712217%22OR%22NCT02499614%22OR%22NCT02201992%22
CHEMBL1201139	Megestrol Acetate	Small molecule	1971	D002294	CARCINOMA, SQUAMOUS CELL	EFO:0000707	SQUAMOUS CELL CARCINOMA	3	1963	ClinicalTrials$$NCT02644408$$https://clinicaltrials.gov/search?id=%22NCT02644408%22
CHEMBL1206690	Parecoxib	Small molecule		D010146	PAIN	EFO:0003843	PAIN	2	1998	ClinicalTrials$$NCT01288924$$https://clinicaltrials.gov/search?id=%22NCT01288924%22
CHEMBL87385	Zuclopenthixol	Small molecule		D011618	PSYCHOTIC DISORDERS	EFO:0005407	PSYCHOSIS	4		ATC$$N05AF05$$http://www.whocc.no/atc_ddd_index/?code=N05AF05
CHEMBL29609	Pleconaril	Small molecule		D018805	SEPSIS	EFO:0001420	SEPSIS	2	1997	ClinicalTrials$$NCT00031512$$https://clinicaltrials.gov/search?id=%22NCT00031512%22
CHEMBL255863	Nilotinib	Small molecule	2007	D008545	MELANOMA	EFO:0000389	CUTANEOUS MELANOMA	2	2006	ClinicalTrials$$NCT01168050$$https://clinicaltrials.gov/search?id=%22NCT01168050%22
CHEMBL255863	Nilotinib	Small molecule	2007	D015470	LEUKEMIA, MYELOID, ACUTE	EFO:0000222	ACUTE MYELOID LEUKEMIA	1	2006	ClinicalTrials$$NCT01222143$$https://clinicaltrials.gov/search?id=%22NCT01222143%22
CHEMBL255863	Nilotinib	Small molecule	2007	D008545	MELANOMA	EFO:0000756	MELANOMA	2	2006	ClinicalTrials$$NCT01395121,NCT00788775,NCT01028222$$https://clinicaltrials.gov/search?id=%22NCT01395121%22OR%22NCT00788775%22OR%22NCT01028222%22
CHEMBL255863	Nilotinib	Small molecule	2007	D015179	COLORECTAL NEOPLASMS	EFO:0000365	COLORECTAL ADENOCARCINOMA	0	2006	ClinicalTrials$$NCT02774512$$https://clinicaltrials.gov/search?id=%22NCT02774512%22
CHEMBL364713	Noscapine	Small molecule		D009101	MULTIPLE MYELOMA	EFO:0001378	MULTIPLE MYELOMA	1		ClinicalTrials$$NCT00912899$$https://clinicaltrials.gov/search?id=%22NCT00912899%22
CHEMBL231779	Apixaban	Small molecule	2012	D020246	VENOUS THROMBOSIS	HP:0004936	VENOUS THROMBOSIS	4	2005	ClinicalTrials$$NCT02270918,NCT00643201,NCT02101112,NCT00914641,NCT00633893$$https://clinicaltrials.gov/search?id=%22NCT02270918%22OR%22NCT00643201%22OR%22NCT02101112%22OR%22NCT00914641%22OR%22NCT00633893%22
CHEMBL127300	Hexobendine	Small molecule		D002318	CARDIOVASCULAR DISEASES	EFO:0000319	CARDIOVASCULAR DISEASE	4	1972	ATC$$C01DX06$$http://www.whocc.no/atc_ddd_index/?code=C01DX06
CHEMBL790	Chlorhexidine	Small molecule	1976	D003731	DENTAL CARIES	EFO:0003819	DENTAL CARIES	1	1963	ClinicalTrials$$NCT02001311$$https://clinicaltrials.gov/search?id=%22NCT02001311%22
CHEMBL1660	Rifapentine	Small molecule	1998	D014397	TUBERCULOSIS, PULMONARY	EFO:1000049	PULMONARY TUBERCULOSIS	2	1985	ClinicalTrials$$NCT00694629$$https://clinicaltrials.gov/search?id=%22NCT00694629%22
CHEMBL1489	Azacitidine	Small molecule	2004	D009190	MYELODYSPLASTIC SYNDROMES	EFO:0000198	MYELODYSPLASTIC SYNDROME	4	1978	DailyMed$$setid=e437efe0-9c6a-4f87-b3b4-de90443b095f$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e437efe0-9c6a-4f87-b3b4-de90443b095f####DailyMed$$setid=71d8d758-86c9-b571-aed1-719654fd4b82$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71d8d758-86c9-b571-aed1-719654fd4b82####DailyMed$$setid=87f7a39d-06db-48ca-be21-9e8806608439$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=87f7a39d-06db-48ca-be21-9e8806608439####DailyMed$$setid=3495a71a-cc04-4776-851f-f185956f32af$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3495a71a-cc04-4776-851f-f185956f32af####ClinicalTrials$$NCT00741234,NCT01015352,NCT01652781,NCT00384956,NCT01338337,NCT01152346,NCT01305460,NCT01566695,NCT01342692,NCT00102687,NCT01571648,NCT02117219,NCT02447666,NCT00897130,NCT01186939,NCT02929498,NCT01324960,NCT02706899,NCT02038816,NCT02367456,NCT00721214,NCT01201811,NCT01599325,NCT01873703,NCT02281084,NCT01011283,NCT00071799$$https://clinicaltrials.gov/search?id=%22NCT00741234%22OR%22NCT01015352%22OR%22NCT01652781%22OR%22NCT00384956%22OR%22NCT01338337%22OR%22NCT01152346%22OR%22NCT01305460%22OR%22NCT01566695%22OR%22NCT01342692%22OR%22NCT00102687%22OR%22NCT01571648%22OR%22NCT02117219%22OR%22NCT02447666%22OR%22NCT00897130%22OR%22NCT01186939%22OR%22NCT02929498%22OR%22NCT01324960%22OR%22NCT02706899%22OR%22NCT02038816%22OR%22NCT02367456%22OR%22NCT00721214%22OR%22NCT01201811%22OR%22NCT01599325%22OR%22NCT01873703%22OR%22NCT02281084%22OR%22NCT01011283%22OR%22NCT00071799%22####DailyMed$$setid=55915b5d-0e85-4ede-ad4f-ac89670d8973$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55915b5d-0e85-4ede-ad4f-ac89670d8973
CHEMBL1489	Azacitidine	Small molecule	2004	D000754	ANEMIA, REFRACTORY, WITH EXCESS OF BLASTS	EFO:0003811	REFRACTORY ANEMIA WITH EXCESS BLASTS	4	1978	DailyMed$$setid=e437efe0-9c6a-4f87-b3b4-de90443b095f$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e437efe0-9c6a-4f87-b3b4-de90443b095f####DailyMed$$setid=71d8d758-86c9-b571-aed1-719654fd4b82$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71d8d758-86c9-b571-aed1-719654fd4b82####DailyMed$$setid=87f7a39d-06db-48ca-be21-9e8806608439$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=87f7a39d-06db-48ca-be21-9e8806608439####DailyMed$$setid=3495a71a-cc04-4776-851f-f185956f32af$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3495a71a-cc04-4776-851f-f185956f32af####DailyMed$$setid=55915b5d-0e85-4ede-ad4f-ac89670d8973$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55915b5d-0e85-4ede-ad4f-ac89670d8973
CHEMBL1489	Azacitidine	Small molecule	2004	D007938	LEUKEMIA	EFO:0000565	LEUKEMIA	2	1978	ClinicalTrials$$NCT00948064,NCT00387647,NCT00739388,NCT02269280,NCT01542684,NCT01720225$$https://clinicaltrials.gov/search?id=%22NCT00948064%22OR%22NCT00387647%22OR%22NCT00739388%22OR%22NCT02269280%22OR%22NCT01542684%22OR%22NCT01720225%22
CHEMBL1489	Azacitidine	Small molecule	2004	D010051	OVARIAN NEOPLASMS	EFO:0001075	OVARIAN CARCINOMA	1	1978	ClinicalTrials$$NCT00842582$$https://clinicaltrials.gov/search?id=%22NCT00842582%22
CHEMBL300138	Enzastaurin	Small molecule		D008224	LYMPHOMA, FOLLICULAR	EFO:0000096	NEOPLASM OF MATURE B-CELLS	2	2000	ClinicalTrials$$NCT00475644$$https://clinicaltrials.gov/search?id=%22NCT00475644%22
CHEMBL539697	Dabigatran Etexilate	Small molecule	2010	D020521	STROKE	EFO:0000712	STROKE	4	2008	DailyMed$$setid=5db7f199-8752-4d24-85f7-e34ca8f4d02e$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5db7f199-8752-4d24-85f7-e34ca8f4d02e####ClinicalTrials$$NCT02239120$$https://clinicaltrials.gov/search?id=%22NCT02239120%22####DailyMed$$setid=ba74e3cd-b06f-4145-b284-5fd6b84ff3c9$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ba74e3cd-b06f-4145-b284-5fd6b84ff3c9
CHEMBL923	Risedronic Acid	Small molecule	1998	D011471	PROSTATIC NEOPLASMS	EFO:0000196	METASTATIC PROSTATE CANCER	3	1990	ClinicalTrials$$NCT00216060$$https://clinicaltrials.gov/search?id=%22NCT00216060%22
CHEMBL22097	Lormetazepam	Small molecule		D007319	SLEEP INITIATION AND MAINTENANCE DISORDERS	EFO:0004698	INSOMNIA	3	1980	ClinicalTrials$$NCT00788515,NCT00679900$$https://clinicaltrials.gov/search?id=%22NCT00788515%22OR%22NCT00679900%22
CHEMBL87992	Eslicarbazepine Acetate	Small molecule	2009	D004827	EPILEPSY	EFO:0000474	EPILEPSY	4	2008	ATC$$N03AF04$$http://www.whocc.no/atc_ddd_index/?code=N03AF04####ClinicalTrials$$NCT01162460,NCT01091662,NCT01878578,NCT02170064,NCT00910247,NCT02484001,NCT01422720$$https://clinicaltrials.gov/search?id=%22NCT01162460%22OR%22NCT01091662%22OR%22NCT01878578%22OR%22NCT02170064%22OR%22NCT00910247%22OR%22NCT02484001%22OR%22NCT01422720%22
CHEMBL266481	Glucagon	Protein	1998	D044903	CONGENITAL HYPERINSULINISM	Orphanet:657	CONGENITAL ISOLATED HYPERINSULINISM	2		ClinicalTrials$$NCT02937558$$https://clinicaltrials.gov/search?id=%22NCT02937558%22
CHEMBL24828	Vandetanib	Small molecule	2011	D009447	NEUROBLASTOMA	EFO:0000621	NEUROBLASTOMA	1	2006	ClinicalTrials$$NCT00533169$$https://clinicaltrials.gov/search?id=%22NCT00533169%22
CHEMBL291962	Leucine	Small molecule		D055948	SARCOPENIA	EFO:1000653	SARCOPENIA	2	1979	ClinicalTrials$$NCT02692235$$https://clinicaltrials.gov/search?id=%22NCT02692235%22
CHEMBL289469	Granisetron	Small molecule	1993	D009325	NAUSEA	HP:0002018	NAUSEA	4	1991	ATC$$A04AA02$$http://www.whocc.no/atc_ddd_index/?code=A04AA02
CHEMBL289469	Granisetron	Small molecule	1993	D002583	UTERINE CERVICAL NEOPLASMS	EFO:0001061	CERVICAL CARCINOMA	3	1991	ClinicalTrials$$NCT01536392$$https://clinicaltrials.gov/search?id=%22NCT01536392%22
CHEMBL1201248	Cisatracurium	Small molecule	1995	D010146	PAIN	EFO:0003843	PAIN	2	1995	ClinicalTrials$$NCT02469831$$https://clinicaltrials.gov/search?id=%22NCT02469831%22
